genre,duration,cast_popularity,director_experience,budget_million_usd,language,release_season,marketing_million_usd,sequel,rating
Action,125,5.5184519714409515,23,52.294778389607586,French,Winter,42.70630254072761,0,3.9552442499862845
Romance,147,1.2585169653991763,29,217.55237899438723,Korean,Off-Season,18.640541492980585,0,2.031080820408106
Sci-Fi,143,2.872288187881777,24,28.46074118533944,Korean,Summer,45.33676647939973,0,1.7492550879216509
Romance,144,8.247353081193829,6,81.96599889315637,Korean,Off-Season,1.8305860685069901,1,3.9238904632892284
Thriller,144,2.3353709016469946,29,31.88323707145124,Korean,Off-Season,18.240232479048867,1,1.8764311660917135
Sci-Fi,144,6.600703590951242,15,74.94548261247682,Hindi,Summer,29.020080329066246,0,5.193252288499497
Comedy,138,6.878835865321794,26,212.73926860138383,Korean,Festive,28.020482060139262,0,5.52093871270792
Sci-Fi,133,5.000864769965094,4,213.90858749406755,Spanish,Summer,1.891665509551009,1,2.954190350133636
Fantasy,122,8.066639376222533,10,207.2900831538817,Spanish,Off-Season,2.185484738423666,0,3.3627860314300744
Drama,93,2.1057924838642075,30,44.6605492490724,French,Off-Season,10.705531979696715,0,2.509633915899765
Romance,122,6.580753233907355,25,132.52302303976586,English,Summer,29.86455192065583,1,4.401933856505287
Action,157,4.424342390796593,20,165.045885766235,Spanish,Off-Season,41.70918617106028,0,4.49406751208729
Romance,115,8.717807539326127,29,236.60608727360105,Hindi,Festive,11.822371646950108,0,5.486963087257771
Drama,113,4.566554826835896,33,115.66446103160388,Hindi,Off-Season,41.16464525829165,0,5.039322314859495
Drama,143,2.6997240290364415,25,152.09517319472891,Hindi,Off-Season,41.67031126457473,0,4.358258165732627
Action,126,4.100257113792341,22,92.54822735669285,Spanish,Winter,45.204249909018465,0,3.8439504020897166
Fantasy,116,5.724739831378626,32,209.60528383728598,Hindi,Summer,19.606537971998836,1,5.226062059138162
Fantasy,153,1.7214133573271653,15,221.006688021973,Korean,Festive,5.755779984511511,0,3.099543937834281
Fantasy,136,8.773848318527946,2,236.44085036630148,French,Festive,41.77579690717406,1,6.320259257440361
Sci-Fi,138,6.86094671835586,13,233.9049763991952,Spanish,Summer,4.919993215177325,0,3.803240121647464
Thriller,114,3.814688621292447,34,24.912509594621177,Korean,Summer,31.402579573469314,0,3.0142000963047075
Comedy,133,6.472858374142927,16,184.6999255398134,Spanish,Off-Season,29.717125878545477,1,4.830065093044695
Sci-Fi,131,9.853456259376893,30,116.69752454499914,French,Festive,36.307956073967695,0,5.694823666677546
Action,138,6.425254228382731,26,230.0124796400878,Korean,Off-Season,45.20055284186845,0,4.549870769585817
Thriller,145,4.656343145700735,21,107.98820816693849,Hindi,Off-Season,39.07934306140812,1,5.156867508326694
Comedy,145,7.133007257111968,10,29.31003213599903,English,Winter,22.039223266539576,0,3.869352058750466
Drama,128,7.8063577564028295,27,139.8146612980164,French,Winter,25.006610074456844,0,4.851877587503439
Action,137,7.179886577232836,30,25.255752837196496,English,Summer,4.948171700084019,1,4.7086051601467425
Comedy,104,2.899688179179515,5,75.00776744332427,Hindi,Winter,14.2628695185279,0,2.3320766952289893
Thriller,136,1.188352265500737,21,246.46492364132146,English,Winter,27.755844287210824,0,3.0675625431058635
Thriller,137,3.8519740954629884,1,247.20999424584406,Korean,Festive,40.94073093692543,1,4.635902131192734
Romance,118,4.912353164562577,32,178.17109052475058,Korean,Summer,4.327437032278982,0,3.695646095646996
Fantasy,111,8.481927929343389,15,121.07644327958052,French,Winter,34.43261501064563,0,5.807645157797979
Sci-Fi,123,1.7951084469113803,11,6.445702549891649,Korean,Festive,34.6853914964953,0,2.0618336620093967
Thriller,103,8.59271078691991,25,85.88379774777685,English,Winter,14.859497499313754,0,4.415312556267848
Comedy,131,1.5353416346970206,28,74.93673123801435,French,Winter,10.292445737753374,0,3.318782401900515
Sci-Fi,130,3.825252771504865,28,141.3076354804447,Spanish,Off-Season,15.346597436990987,0,3.7221913583764543
Fantasy,107,4.63631857037295,11,137.024920900678,English,Winter,35.370286663620625,0,4.04178902053484
Fantasy,125,9.385299142086065,8,175.82693754407754,Spanish,Off-Season,39.57541297672446,1,6.567647995842597
Romance,144,9.54148060553682,11,175.06721262528538,French,Off-Season,20.700238182839428,1,5.620274527560744
Thriller,144,1.3661643658732057,8,154.6648435803095,Spanish,Festive,26.690285574546557,0,2.483726242405552
Romance,143,2.7635187968002506,8,164.4107188979757,Hindi,Off-Season,33.21493031455257,0,4.085826959195394
Action,122,5.033956540494484,21,34.108851329339814,Korean,Winter,30.111521002672845,1,3.6780490015307716
Comedy,118,3.451672521439676,19,18.63907519706952,English,Festive,15.603306431347765,1,3.9683178881503416
Drama,117,9.58026627911308,22,81.78084094306308,Spanish,Summer,17.005768560036042,0,5.157297070637515
Drama,135,6.509533804134909,11,164.7542435705245,Spanish,Winter,8.862760416769408,0,3.2145646611384193
Action,167,3.9390023082287464,1,14.120994566325146,English,Winter,2.1801371479765463,0,2.1563772082045
Romance,150,6.397418812380178,15,169.04794578041913,English,Winter,41.04611155160049,1,3.8437402329672823
Thriller,153,7.069965417837283,1,189.89476705774246,English,Winter,10.685845667741843,0,3.454523553078938
Comedy,149,8.70957642851284,9,208.68219386717374,Hindi,Winter,30.61702854545101,0,6.442757000801501
Action,95,8.987754393794106,30,146.99775561355122,Spanish,Winter,29.138719693090174,0,6.158215489888117
Romance,121,4.791112351323369,24,128.04038494090895,Hindi,Festive,9.046229393910435,0,3.4910052192948178
Fantasy,117,7.825314492208676,22,95.52263073582122,Korean,Winter,14.10106055288532,0,4.873050903855119
Comedy,147,9.76148471440586,3,204.1814890715489,Hindi,Winter,24.826329372480398,0,5.812229567728797
Fantasy,155,5.80401810025496,29,214.05830878021004,Hindi,Festive,2.746538704486451,1,4.227340761943196
Action,113,7.58454934794048,29,136.61490070865585,Spanish,Off-Season,32.508713482157944,0,5.433061129941524
Sci-Fi,125,5.399755733965554,19,200.19862842259496,Hindi,Off-Season,2.319754582140762,1,3.7857884154604977
Drama,135,4.443831086173978,32,118.33695710242426,English,Off-Season,20.14445333371544,1,4.416774944912047
Romance,116,2.8304314681463336,30,202.47883732748312,English,Off-Season,26.70850528977887,0,4.243878108689492
Romance,113,1.8207401814822683,19,201.67180059366535,Korean,Off-Season,20.673960673766217,0,4.0564413322887525
Romance,112,3.9204810762419515,7,225.5337703253513,Hindi,Winter,1.1019933112758937,0,3.8454306268071425
Romance,140,4.192439764568264,8,145.3181462322337,Spanish,Off-Season,43.198143673415025,1,4.753271826983973
Thriller,108,6.129844351395435,25,234.00015983632517,English,Summer,31.75418973425725,0,3.076711472965253
Comedy,145,7.034682738271957,12,230.1197088103042,English,Festive,49.74786367574648,1,5.174747272225484
Drama,126,7.3970286804696395,20,81.21239456308362,Hindi,Festive,43.212719378801694,0,5.359993949697457
Action,138,7.922379279676603,2,50.38515544496864,French,Winter,41.55717475543927,0,5.057801692203307
Sci-Fi,152,6.1504594218325375,34,178.60110285001153,French,Summer,24.390979399260374,1,3.8322084793312974
Drama,112,5.609377146010638,17,103.43199473319963,French,Summer,35.59730093072356,0,5.0710758850118935
Comedy,110,6.505371829222388,23,220.22594991355865,Hindi,Winter,28.384990562473035,0,4.396044910489648
Fantasy,132,7.322770375360791,5,7.514604560688807,Korean,Festive,45.34496335326061,0,4.840163617677914
Drama,106,8.610061478790765,11,49.36836042203864,Spanish,Summer,49.4344289343068,0,4.886904741802537
Sci-Fi,111,3.266903513259537,27,40.01964957039896,English,Festive,48.32462046465099,0,3.2516534361626785
Sci-Fi,122,8.731315158787169,5,22.220993943753104,Spanish,Off-Season,40.584522023557234,0,4.110675347446887
Sci-Fi,127,2.7817452410476906,28,11.573640649795664,English,Festive,41.16962738490921,0,3.1449151078688726
Fantasy,102,1.1566363603450176,8,5.6215287651598524,Korean,Summer,14.528655985169518,0,2.1486841987360306
Sci-Fi,118,8.170099980510958,16,26.26250502063236,Spanish,Summer,2.567832664138176,1,4.000759420140312
Action,135,3.076678653761456,27,12.296254676145118,Hindi,Winter,37.74522997492578,1,4.622509808552812
Drama,149,8.546802978122546,22,107.09136165162032,Hindi,Winter,19.00728734198514,0,5.152959286205257
Fantasy,89,4.210664967244912,15,128.35436787891848,Spanish,Off-Season,45.55163259741847,0,4.725912687417778
Fantasy,148,4.175667240877806,12,77.85475771185014,English,Off-Season,38.51738261395848,0,3.9431907657739136
Romance,140,8.827512009513372,5,127.16475420771557,Spanish,Off-Season,10.979459018749546,0,5.628301968742435
Fantasy,105,7.829800689266146,33,27.74675159877324,English,Festive,44.755785517093415,1,5.162864662480113
Fantasy,98,1.524968568870364,30,244.90039011677806,Spanish,Festive,49.530547783720266,0,3.8122771568395057
Sci-Fi,132,9.49865048658006,15,70.00889943886902,Hindi,Festive,36.37712810936384,0,5.689263455131271
Drama,117,2.875354542270741,26,193.1440972827697,Hindi,Off-Season,12.71362959678834,1,3.115756265053142
Romance,127,6.999257517654488,29,78.38560198227104,French,Winter,36.95184643771302,0,4.618026110039232
Fantasy,140,9.464837137490637,7,245.40501047496628,Spanish,Summer,31.32100389002782,1,6.525873014106995
Action,118,8.581284218614549,20,57.54088002600057,Spanish,Festive,32.897582297176825,0,5.70383790750488
Sci-Fi,127,5.394600005156845,2,12.141175365914373,English,Off-Season,49.50699886191082,1,3.6880058328340777
Thriller,133,9.524192471377809,27,86.00209232231722,Hindi,Off-Season,2.5901572783582,0,5.985767706054659
Thriller,140,7.171600026062755,19,18.949621004423832,French,Festive,22.35643686003292,0,5.4165555142942114
Action,156,3.2495066458457513,6,249.74024599975198,Spanish,Winter,45.13264375604719,0,4.0047056107932715
Fantasy,155,9.678323766428015,9,246.55561755841677,French,Festive,1.2574293819257152,1,4.087433878660164
Romance,129,6.105013127939757,26,66.73216741290034,Hindi,Off-Season,42.71509289586841,0,5.443782826734986
Sci-Fi,120,3.900975628915429,26,18.128794365904284,English,Summer,12.550409214246509,1,3.2680886513585117
Action,167,4.910829226183588,26,204.3970596277591,French,Festive,15.167490379745187,0,3.8993453083255654
Sci-Fi,136,2.7457373278245,15,233.00623258346903,English,Off-Season,41.79967295234706,1,4.307281616924918
Comedy,132,6.161778984524917,22,237.15583389988296,English,Winter,26.60714931093535,1,3.6642353160391514
Romance,105,6.100064797915204,18,217.93320133893732,English,Festive,23.861939563837137,1,4.510549741393676
Fantasy,138,2.436666383501297,7,129.88703446638823,Hindi,Winter,38.10899666460576,0,3.647499761890402
Fantasy,111,4.733394267533271,1,48.24872360971123,English,Off-Season,12.899561933868501,0,3.6879750509147544
Fantasy,116,3.396615109451272,5,113.93723908065753,Korean,Festive,21.357929405738478,0,2.6242971035917595
Drama,101,9.060072203125863,18,44.67498413665816,French,Winter,16.085482339016984,0,4.69213427423128
Sci-Fi,115,2.7535520071586514,17,182.83987711979205,Korean,Summer,4.779713779233189,0,3.020293139131741
Fantasy,126,6.475214799751354,29,164.68371315922624,Hindi,Festive,21.8824180942609,0,4.2377418321773375
Comedy,98,6.7612810877128044,32,116.92607004135161,French,Off-Season,40.564853738053316,1,5.602967317477409
Fantasy,108,6.433220917859821,31,198.51993940131746,English,Festive,33.99547354166626,1,4.955006204291168
Comedy,123,4.357931724421584,28,170.31136547365534,Spanish,Winter,40.585268641845296,0,4.411726977383186
Thriller,102,3.2015152972817114,17,46.06091174823728,Spanish,Winter,40.039638271936035,0,3.186599898405893
Romance,102,1.0743302058447917,23,101.12747084162193,Hindi,Winter,23.10141921468809,1,2.6514064788971736
Action,110,2.842141447204519,24,175.42119738802,English,Summer,36.68156285550994,1,3.261810049540677
Thriller,99,8.326671530732234,10,120.47303757427589,Hindi,Winter,32.749332149232686,0,5.254390998920817
Sci-Fi,136,3.5020057260889623,14,203.5850336395095,Hindi,Summer,33.125249454725335,0,3.2160433247402374
Fantasy,107,5.805790879484452,20,242.14381955068654,English,Winter,14.002250209008402,1,4.679758463884831
Romance,138,3.677726806860769,26,244.80500281261266,French,Festive,17.301710832484417,0,2.6477794882418646
Action,141,1.5781792569149165,15,128.14539256000864,Spanish,Summer,36.624152395898626,0,2.9560207354001307
Romance,103,4.793128878047845,23,105.89235668201226,Korean,Festive,38.88260328069323,0,4.801144651295168
Comedy,125,9.931173650044522,7,143.30823980743378,French,Off-Season,29.931838026475464,0,6.142451881742939
Sci-Fi,116,4.6154526538052725,30,168.42005002376527,Hindi,Winter,16.60569324926346,0,3.1487038674425047
Drama,104,4.00233308176624,27,245.88194244690783,Hindi,Summer,37.69238009757629,1,4.3097894611868295
Thriller,119,6.156842992988853,17,162.68499259114228,English,Festive,5.484648693614403,0,3.975661159300905
Thriller,120,4.227057859260739,18,198.8140732535356,English,Festive,16.13763954966494,0,3.1546784117775504
Romance,137,3.1244415799247087,17,243.24377165637597,French,Off-Season,25.185535079837155,0,3.8208372589978983
Action,143,4.435424423798201,30,158.7940724783035,Spanish,Summer,11.792809353228574,0,2.715248909541808
Sci-Fi,105,9.102069044336945,19,209.52911495020555,English,Off-Season,44.90797002370536,1,5.2960937838319495
Thriller,117,2.2843080262870537,30,115.06868205711892,English,Off-Season,2.8822620853794576,1,2.2330441180628924
Sci-Fi,134,2.1796859515126012,9,118.64411811626645,Korean,Off-Season,37.68944254377762,0,2.8740219994697815
Sci-Fi,146,7.787155621601981,22,97.44279610014989,Hindi,Summer,45.88672672799853,0,4.820500275011189
Sci-Fi,81,2.688786128442323,16,43.17352454358613,Spanish,Festive,18.182671467099095,0,4.200726259528265
Fantasy,147,2.1778802620894266,1,63.99481766129458,French,Festive,22.937024559265513,1,1.7456475244088439
Thriller,121,3.1905927048011447,17,241.0900588376648,Spanish,Off-Season,37.22313061766924,0,3.0837663321438247
Fantasy,152,8.943901589581088,7,76.75194742106054,Hindi,Winter,12.634744120104239,0,5.686015391045446
Sci-Fi,117,9.462581855801975,20,64.03710754152071,Hindi,Summer,23.891497929442664,0,5.13162999302462
Drama,110,9.394455445305091,18,181.2739296939439,Korean,Off-Season,43.2806270945344,1,5.662373952256857
Thriller,125,3.824772622640971,5,156.32536516306828,French,Festive,4.634254081938798,0,3.127899319774162
Fantasy,145,9.151891940259837,8,103.36675618476275,Hindi,Festive,24.18675435784745,1,4.841563369466641
Comedy,125,1.5700193132756088,2,89.10221966814404,French,Summer,5.317378519074838,0,2.5087239039185736
Comedy,82,5.336693858944701,29,46.29767304351734,Korean,Off-Season,32.59062374953949,0,4.237292681048948
Action,137,5.969362477984737,17,24.23784056723506,Korean,Winter,30.25972200081853,1,3.815573146670846
Romance,96,5.044001166380109,28,17.961005006214496,Korean,Festive,26.801174560781533,0,3.0688649737098874
Drama,107,9.806383625122985,27,75.94873259015404,French,Winter,31.654505098057985,0,5.265692773894487
Drama,104,7.787544752983482,11,130.21480050687342,Spanish,Summer,23.192317005939785,1,5.562985116522771
Thriller,91,5.297465140108293,4,125.3362564779322,English,Festive,5.244231073602233,0,3.852113557494274
Thriller,102,7.594018578894709,29,175.19682337963468,English,Summer,36.56619197422295,0,5.105803196666468
Comedy,107,7.862622660537985,14,220.23853290221496,Spanish,Winter,38.50819212131521,0,4.948984063495032
Drama,113,2.0099090494515206,27,134.87492626034398,Korean,Winter,40.92490680835097,1,2.404794859053995
Action,124,3.901400455524361,6,80.6560185455837,Korean,Winter,8.56636469568129,0,3.6497370851840207
Action,118,3.9477675165045287,12,238.92410875501128,English,Festive,25.94265030283494,0,3.964775998327597
Sci-Fi,98,9.489346684960863,15,48.297749755389034,Spanish,Winter,39.591718172380126,1,4.73270301251401
Action,121,8.68185664857811,19,160.31482946354774,Spanish,Off-Season,28.772401026493174,0,5.415194473306652
Romance,142,3.7051254987609377,19,53.17189448382732,Korean,Festive,21.876622643764506,0,3.711088821468056
Comedy,142,9.893336581226407,17,146.3676469047261,Korean,Off-Season,41.066756005640244,0,5.450373864097629
Drama,127,1.6527828366245503,31,245.68038989874947,Hindi,Festive,35.09484793211734,1,2.760890377583642
Thriller,136,4.006075690937211,18,37.07058024983751,French,Festive,24.146310651961524,0,2.9758796262524636
Romance,141,2.8111331757512383,23,220.47796207630998,Hindi,Winter,1.695935820266118,0,3.3769892573503917
Action,149,5.6862622578231745,18,41.89425105943453,French,Off-Season,44.495634281768,1,3.1487851792849675
Drama,155,9.143730859546755,11,192.33162063719234,Spanish,Festive,4.704797702332495,0,6.083741631794139
Comedy,119,8.090762036320506,29,99.0715157402099,Hindi,Summer,44.37541291275318,1,4.750039034867329
Thriller,120,1.335417866545535,17,129.64635747682098,Spanish,Festive,23.348011768253283,0,2.33455375964736
Comedy,151,3.2355456871047363,33,102.31671514933547,Spanish,Summer,19.99697507472298,0,3.6036408013055024
Sci-Fi,153,7.998558815626932,28,230.48284697403346,Hindi,Winter,4.798741548499825,0,4.642512367086732
Sci-Fi,152,3.5216555043566147,32,128.5481151103061,French,Winter,35.667994612879625,0,4.315162657532049
Fantasy,82,8.36212093779204,27,151.52613175302798,English,Festive,37.03264413848437,1,6.449165267721345
Action,121,6.603534648104398,32,136.79361031116457,English,Summer,46.758979037182655,0,4.930068409293415
Comedy,66,7.274739702086061,15,113.33931886015868,English,Festive,14.23372705639804,0,4.693432798724207
Thriller,138,7.428009483551129,21,62.13887705844649,Hindi,Winter,13.097551786488008,1,4.047456699794477
Thriller,126,6.191592017284226,24,85.1630869604491,Hindi,Winter,19.542816718920694,0,4.159470290494056
Thriller,125,2.6599469573473717,15,207.97797845856815,English,Winter,16.65007452516771,1,3.036938650376729
Drama,122,8.30511529629065,20,124.95564600164934,French,Off-Season,30.490654611130964,0,5.289871183487197
Romance,148,6.073724623375942,27,118.76148156791024,Spanish,Off-Season,4.192269381098493,1,3.9406009415562266
Drama,119,7.494902563198661,28,171.895724503223,Spanish,Winter,1.9633159291140783,1,4.588900354071064
Action,143,1.2359875727010974,27,234.08742328915355,Hindi,Festive,29.450370131052956,0,2.6076420859240166
Drama,134,2.634357051222614,18,62.87716155734162,Spanish,Winter,8.89212970913635,1,2.686413082767759
Fantasy,131,6.087898201805601,25,213.6109238274309,French,Festive,25.254672349427214,0,4.630673349993678
Romance,133,8.211966962293948,28,210.198347295835,Korean,Festive,39.64334052261691,0,5.550767320987238
Comedy,126,4.252224854109332,32,64.22984088306728,Hindi,Festive,26.955695708246346,0,2.4018574538295354
Action,105,7.761467616067949,2,45.82091853161784,English,Summer,46.451552528058386,0,4.668386125526148
Drama,137,1.0135998970839766,8,239.69632569802098,Spanish,Winter,12.781835523415683,0,3.6470663985039007
Action,137,1.4017472697920534,1,72.50743205884146,Spanish,Summer,35.30592979077764,1,3.0165195980964774
Fantasy,122,7.1966317807412405,16,20.266162198970456,Spanish,Summer,10.752326790806723,0,4.995928137607572
Drama,138,9.88590459368592,1,39.815690851351,Spanish,Off-Season,6.896270224100016,1,4.785618443803578
Sci-Fi,141,3.8417478413376718,3,81.22459970659516,Hindi,Summer,22.88531003555052,0,4.145268149871237
Drama,101,4.025442229523735,17,14.840352361450517,Spanish,Off-Season,17.60496829909684,0,3.663501307774223
Fantasy,122,4.061226728480811,21,96.04364617612023,Spanish,Winter,24.28968009991543,0,3.3819152256441107
Romance,117,6.218749703421877,22,144.89399312174677,French,Summer,40.856470228765346,1,3.7114410476272535
Thriller,108,4.550295295215166,28,196.48284048864377,Hindi,Off-Season,36.19413256058537,0,4.305679522883997
Comedy,130,4.277304582152166,31,215.17491604662774,Korean,Festive,20.63400168475712,0,3.8230957719862935
Romance,109,7.905002998701756,9,217.51655266543665,English,Off-Season,13.937856751021318,0,3.67910405339039
Sci-Fi,117,1.017075911280724,12,233.5240093036132,Korean,Off-Season,17.855114384691078,1,3.2103501353063653
Romance,129,8.835906986442817,22,107.78668769934981,Spanish,Festive,8.737545346712412,1,5.068322327186904
Sci-Fi,131,7.669616939393944,19,197.96765712656278,English,Winter,42.20073473896509,0,4.496101693982169
Fantasy,130,9.610644469364003,11,159.23296599908556,English,Summer,33.447604564894995,1,4.962698138035578
Comedy,165,8.570308269150647,9,13.90910877841429,English,Off-Season,13.416860522200052,0,3.17732222721281
Comedy,115,8.143467816544199,31,52.58805090764896,Korean,Winter,39.634806349500344,0,5.580866102428879
Comedy,129,3.635868434585435,18,56.43337821210548,Korean,Winter,23.240465157124635,0,2.8147244838969026
Romance,103,8.027075683916001,16,58.51486469652656,English,Summer,35.52677520416664,0,3.96221572492644
Action,133,6.375963380538448,20,58.24052001258737,Spanish,Summer,5.34941684314807,0,3.1436696274914575
Romance,145,4.144924546075762,34,83.93635633688774,Korean,Summer,13.136124499561696,1,2.4424684874370852
Drama,146,8.289322950639257,23,54.22934824094763,English,Winter,17.444750650726938,1,3.700454341283156
Romance,113,5.405696411838443,2,64.99038778752251,English,Festive,10.884897628067614,0,3.037498684919033
Fantasy,119,9.859034464131975,4,61.189550775351876,English,Winter,24.66584876021532,1,5.6767998488968185
Sci-Fi,147,7.4951747582781,27,162.973874566969,English,Winter,17.44094730499159,0,5.447191727679631
Thriller,123,8.918336496595174,2,76.61822643172822,English,Off-Season,35.57611454544707,1,4.965784664638729
Thriller,142,9.112540765668657,27,35.22287270167833,Korean,Off-Season,36.471840038103934,0,5.448745467150355
Sci-Fi,107,6.264843866021763,18,227.92406552965778,Spanish,Festive,43.574838820809894,1,6.372958070793558
Drama,149,9.033716225815825,25,103.07309757762944,French,Festive,3.2310907700385463,0,5.967172237759923
Fantasy,143,6.377110197798107,31,244.62340841372858,Hindi,Off-Season,7.492583461116898,1,3.813495665453184
Fantasy,133,5.603454734525364,7,168.27455329985517,Hindi,Summer,47.71485305585068,1,4.564664297804575
Fantasy,110,9.955536657409409,27,56.397264068375,Korean,Off-Season,47.8668975727242,1,5.277916072250513
Romance,122,7.2646544796244505,20,36.56547182983064,English,Winter,1.893062043775965,0,5.76342602009565
Thriller,127,7.215449126900416,28,214.770154818548,Spanish,Off-Season,49.29514491201135,1,4.902585437416377
Drama,129,9.894856980267022,14,76.31059299519164,Spanish,Off-Season,31.76998637396648,0,7.470982109026256
Romance,123,6.661482511716779,12,18.868943225144875,Hindi,Festive,11.968310279862253,0,3.276041874969353
Sci-Fi,121,1.0255955578846883,28,168.01323348293195,French,Off-Season,25.40145817410575,0,2.3450521821080694
Comedy,128,7.086352299755989,1,9.604444804554438,Hindi,Off-Season,37.371619140584926,0,4.170939603037514
Fantasy,150,6.659247361335373,11,23.294573314897793,French,Summer,32.225580873370085,0,3.926633441595775
Sci-Fi,88,7.5498092095042555,4,190.58339738248907,Spanish,Off-Season,21.26443014943042,0,4.487883808256323
Action,100,9.772424472346083,17,75.07594889479986,English,Summer,44.734286252539,1,5.546435198327229
Thriller,97,7.633617408541228,9,190.61208861920557,Korean,Winter,33.53196599970087,0,5.390613223231523
Drama,112,9.949931729313882,21,148.9488561828591,English,Winter,1.6388963389738893,1,4.953723016172904
Sci-Fi,93,8.091652139890321,31,20.8287828323029,Hindi,Summer,1.9567172051749164,0,4.014180552480893
Drama,134,9.819819505792493,13,231.94636339963233,English,Festive,10.526792550599367,1,5.913152248389054
Action,126,4.91721419013445,18,85.31180726609175,Hindi,Summer,34.014720084545,0,4.1091764600020815
Comedy,120,3.215977357576326,16,179.47808724924914,Spanish,Off-Season,33.310011169321115,0,3.3009036861213383
Thriller,112,5.961444801726243,23,161.94027866773354,French,Summer,17.0216277661286,1,5.629324636482077
Drama,127,8.99527117427797,20,99.41255464756482,English,Festive,33.954599467510285,0,6.070445709132721
Drama,128,8.73675979604716,32,219.1059745416358,English,Festive,3.490560657954552,1,4.9768047562812185
Drama,130,7.029513852688629,26,20.876216308723013,English,Summer,13.983786141425414,0,4.039975188737843
Romance,111,4.632286845731716,15,78.81549074733981,Korean,Off-Season,8.05222350873887,1,3.5798401973275187
Thriller,136,3.476561791973655,17,230.7837903757528,English,Festive,31.439966030224642,0,3.7586355363474917
Romance,98,1.2261980134790254,10,53.81204286777465,Hindi,Winter,27.91199420324599,0,2.946663972810555
Action,147,4.75736714453868,30,109.91989475159768,French,Winter,30.610128786847678,1,5.0246736573027135
Drama,69,5.529063875173413,23,212.65967590023058,English,Off-Season,2.7961772025336806,1,4.162331107275614
Drama,114,9.838778777005903,19,67.77957206546711,French,Off-Season,24.12593735371856,0,4.874877868276424
Action,103,6.1075793466761565,17,78.48477930488929,English,Summer,39.78856397957902,0,4.18470882418315
Drama,139,6.207135472940188,30,60.34265455608964,Korean,Off-Season,28.52083322514504,1,4.7669774589428275
Action,98,5.1913076055535345,10,184.226754253147,Hindi,Off-Season,36.19946679652172,0,3.8516273549099243
Drama,157,1.1308775333931653,28,132.28065540908966,Korean,Summer,15.341359614528495,0,3.2988667652861943
Action,97,3.580052498211031,28,109.5245808809433,Spanish,Festive,40.41360362814641,0,4.70713012030641
Sci-Fi,161,6.916932621229521,22,222.0810916330601,Spanish,Summer,26.029797108397354,0,4.746189020718897
Romance,133,7.373603215908439,12,168.4137168268006,French,Festive,21.29676379999956,0,4.806504077801656
Action,125,9.554223600636442,31,36.160064319815255,French,Winter,31.760615649790186,1,5.081557861008132
Romance,132,5.334279618240283,2,242.48032934603688,Hindi,Winter,13.681260203064271,0,4.389686316032153
Comedy,164,7.194617477747321,17,168.8458447883604,French,Summer,13.230050328678871,0,3.9987675014796604
Romance,141,8.169818474667053,17,207.43566239199538,French,Summer,7.909604264265467,0,4.833700747881448
Romance,84,7.825345551133747,16,143.41786072493534,French,Summer,31.712488994670533,1,4.937916971064826
Sci-Fi,146,2.1317344524227204,9,244.25204401730187,Spanish,Festive,13.659892248655442,0,3.850165474508067
Comedy,129,9.014294987827608,28,95.33660708792898,Hindi,Summer,30.64441220302545,0,5.2492079675842005
Action,95,7.777527166909851,13,115.55605130747429,Hindi,Summer,13.984944212250316,1,4.853453688486515
Comedy,138,7.024940543233024,25,136.00937739466187,Korean,Winter,41.69051121401296,0,5.37018705289757
Action,103,2.296352214302457,26,83.13925554168705,Spanish,Off-Season,5.172206747473056,1,2.7820792654558186
Drama,128,9.48933807797661,3,132.1292789441742,English,Winter,10.087175872139055,0,4.608224611471729
Fantasy,129,7.1193853016801665,29,231.55587673588823,French,Winter,45.97061027998789,0,5.9217912339576175
Fantasy,113,2.7139059783080257,3,189.13039549228571,Spanish,Festive,35.399545898349146,0,3.693652919315373
Drama,136,6.26849583271421,24,54.42544922772299,Korean,Off-Season,45.13801486212098,1,5.107666457482664
Action,106,2.3338949380591894,1,195.69760574804394,English,Off-Season,6.375500451625416,0,2.435459958054635
Drama,128,1.494915009429666,31,25.76421483308387,Korean,Off-Season,4.5941264486392335,0,2.0879489696896822
Romance,115,7.405050520972513,26,46.73157905232915,Spanish,Off-Season,5.924381505463526,0,4.618863958135683
Romance,121,7.635620009146918,19,102.7422161137627,English,Festive,42.28850738676608,1,4.757939320280533
Comedy,159,5.638271370324341,6,160.80930057725638,Korean,Summer,48.06608456270287,0,4.341605106088157
Drama,127,2.347606109453171,25,42.009705503050135,Spanish,Summer,15.86380255492987,1,2.2830079734484525
Action,105,3.942242598056323,32,148.69812420470802,Korean,Winter,27.169049743079473,1,3.953886295966444
Action,122,1.9427412203434344,30,147.0527711784117,English,Winter,38.23499393019707,0,3.0023694199136832
Drama,111,3.0406967707434096,19,235.30017986763633,English,Festive,2.4458469563551946,1,2.3737898123562458
Thriller,125,1.5929214658106252,15,86.49966520835922,English,Winter,10.759696795535381,0,3.3756065109366924
Fantasy,127,6.968665546688103,15,236.88729885512404,Spanish,Off-Season,13.398864147093423,0,4.344689112841149
Romance,126,8.005217770289246,18,74.59241607514528,French,Summer,34.27737413550398,0,5.468022150960625
Comedy,126,5.655967589793566,8,213.63308923947145,Hindi,Off-Season,36.52618524503166,0,4.567531157144459
Thriller,115,6.945376438959375,24,167.4137450175583,Spanish,Off-Season,21.741617899809366,1,5.153756558128241
